name	smiles	source
Cephapirin	CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1	HIPS/molecule-autoencoder all_drugs.smi
Cerulenin	CC=CCC=CCCC(=O)[C@H]1O[C@H]1C(N)=O	HIPS/molecule-autoencoder all_drugs.smi
Cetirizine	O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1	HIPS/molecule-autoencoder all_drugs.smi
Cevimeline	CC1O[C@@]2(CS1)CN1CCC2CC1	HIPS/molecule-autoencoder all_drugs.smi
Chlophedianol	CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl	HIPS/molecule-autoencoder all_drugs.smi
Chlorambucil	O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1	HIPS/molecule-autoencoder all_drugs.smi
Chloramphenicol	O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl	HIPS/molecule-autoencoder all_drugs.smi
Chlordiazepoxide	CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1	HIPS/molecule-autoencoder all_drugs.smi
Chlorhexidine	N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1	HIPS/molecule-autoencoder all_drugs.smi
Chlormerodrin	COC(CNC(N)=O)[CH2][Hg][Cl]	HIPS/molecule-autoencoder all_drugs.smi
Chlormezanone	CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1	HIPS/molecule-autoencoder all_drugs.smi
Chloroprocaine	CCN(CC)CCOC(=O)c1ccc(N)cc1Cl	HIPS/molecule-autoencoder all_drugs.smi
Chloropyramine	CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1	HIPS/molecule-autoencoder all_drugs.smi
Chloroquine	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	HIPS/molecule-autoencoder all_drugs.smi
Chlorothiazide	NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O	HIPS/molecule-autoencoder all_drugs.smi
Chlorotrianisene	COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Chloroxine	Oc1c(Cl)cc(Cl)c2cccnc12	HIPS/molecule-autoencoder all_drugs.smi
Chlorphenesin	OCC(O)COc1ccc(Cl)cc1	HIPS/molecule-autoencoder all_drugs.smi
Chlorpheniramine	CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1	HIPS/molecule-autoencoder all_drugs.smi
Chlorpromazine	CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21	HIPS/molecule-autoencoder all_drugs.smi
Chlorpropamide	CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1	HIPS/molecule-autoencoder all_drugs.smi
Chlorprothixene	CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21	HIPS/molecule-autoencoder all_drugs.smi
Chlorthalidone	NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl	HIPS/molecule-autoencoder all_drugs.smi
Chlorzoxazone	O=c1[nH]c2cc(Cl)ccc2o1	HIPS/molecule-autoencoder all_drugs.smi
Cholecalciferol	C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12	HIPS/molecule-autoencoder all_drugs.smi
Ciclopirox	Cc1cc(C2CCCCC2)n(O)c(=O)c1	HIPS/molecule-autoencoder all_drugs.smi
Cidofovir	Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1	HIPS/molecule-autoencoder all_drugs.smi
Cilastatin	CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Cilazapril	CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O	HIPS/molecule-autoencoder all_drugs.smi
Cilostazol	O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1	HIPS/molecule-autoencoder all_drugs.smi
Cimetidine	C/N=C(\NC#N)NCCSCc1nc[nH]c1C	HIPS/molecule-autoencoder all_drugs.smi
Cinacalcet	C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12	HIPS/molecule-autoencoder all_drugs.smi
Cinalukast	CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Cinitapride	CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1	HIPS/molecule-autoencoder all_drugs.smi
Cinnarizine	C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1	HIPS/molecule-autoencoder all_drugs.smi
Cinolazepam	N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21	HIPS/molecule-autoencoder all_drugs.smi
Cinoxacin	CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3	HIPS/molecule-autoencoder all_drugs.smi
Ciprofloxacin	O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O	HIPS/molecule-autoencoder all_drugs.smi
Cisapride	COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC	HIPS/molecule-autoencoder all_drugs.smi
Citalopram	CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21	HIPS/molecule-autoencoder all_drugs.smi
Cladribine	Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1	HIPS/molecule-autoencoder all_drugs.smi
Clavulanate	O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21	HIPS/molecule-autoencoder all_drugs.smi
Clemastine	CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1	HIPS/molecule-autoencoder all_drugs.smi
Clenbuterol	CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1	HIPS/molecule-autoencoder all_drugs.smi
Clevidipine	CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl	HIPS/molecule-autoencoder all_drugs.smi
Clobazam	CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21	HIPS/molecule-autoencoder all_drugs.smi
Clodronate	O=P(O)(O)C(Cl)(Cl)P(=O)(O)O	HIPS/molecule-autoencoder all_drugs.smi
Clofarabine	Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F	HIPS/molecule-autoencoder all_drugs.smi
Clofazimine	CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1	HIPS/molecule-autoencoder all_drugs.smi
Clofibrate	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	HIPS/molecule-autoencoder all_drugs.smi
Clomifene	CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Clomipramine	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	HIPS/molecule-autoencoder all_drugs.smi
Clonazepam	O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1	HIPS/molecule-autoencoder all_drugs.smi
Clonidine	Clc1cccc(Cl)c1NC1=NCCN1	HIPS/molecule-autoencoder all_drugs.smi
Clopidogrel	COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1	HIPS/molecule-autoencoder all_drugs.smi
Clorazepate	O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O	HIPS/molecule-autoencoder all_drugs.smi
Clotiazepam	CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl	HIPS/molecule-autoencoder all_drugs.smi
Clotrimazole	Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1	HIPS/molecule-autoencoder all_drugs.smi
Cloxacillin	Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Cloxazolam	O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1	HIPS/molecule-autoencoder all_drugs.smi
Clozapine	CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1	HIPS/molecule-autoencoder all_drugs.smi
Cocaine	COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C	HIPS/molecule-autoencoder all_drugs.smi
Codeine	COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341	HIPS/molecule-autoencoder all_drugs.smi
Colchicine	COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2	HIPS/molecule-autoencoder all_drugs.smi
Colestipol	NCCNCCNCCNCCN	HIPS/molecule-autoencoder all_drugs.smi
Creatine	CN(CC(=O)O)C(=N)N	HIPS/molecule-autoencoder all_drugs.smi
Cromoglicic	O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1	HIPS/molecule-autoencoder all_drugs.smi
Crotamiton	CC=CC(=O)N(CC)c1ccccc1C	HIPS/molecule-autoencoder all_drugs.smi
Cyclacillin	CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Cyclandelate	CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1	HIPS/molecule-autoencoder all_drugs.smi
Cyclizine	CN1CCN(C(c2ccccc2)c2ccccc2)CC1	HIPS/molecule-autoencoder all_drugs.smi
Cyclobenzaprine	CN(C)CCC=C1c2ccccc2C=Cc2ccccc21	HIPS/molecule-autoencoder all_drugs.smi
Cyclopentolate	CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1	HIPS/molecule-autoencoder all_drugs.smi
Cyclophosphamide	O=P1(N(CCCl)CCCl)NCCCO1	HIPS/molecule-autoencoder all_drugs.smi
Cyclothiazide	NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O	HIPS/molecule-autoencoder all_drugs.smi
Cycrimine	OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1	HIPS/molecule-autoencoder all_drugs.smi
Cyproheptadine	CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1	HIPS/molecule-autoencoder all_drugs.smi
Cytarabine	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1	HIPS/molecule-autoencoder all_drugs.smi
Dabrafenib	CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1	HIPS/molecule-autoencoder all_drugs.smi
Dacarbazine	CN(C)N=Nc1[nH]cnc1C(N)=O	HIPS/molecule-autoencoder all_drugs.smi
Danazol	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C	HIPS/molecule-autoencoder all_drugs.smi
Dantrolene	O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1	HIPS/molecule-autoencoder all_drugs.smi
Dapiprazole	Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1	HIPS/molecule-autoencoder all_drugs.smi
Dapsone	Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Darifenacin	NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1	HIPS/molecule-autoencoder all_drugs.smi
Dasatinib	Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1	HIPS/molecule-autoencoder all_drugs.smi
Debrisoquin	N=C(N)N1CCc2ccccc2C1	HIPS/molecule-autoencoder all_drugs.smi
Decitabine	Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1	HIPS/molecule-autoencoder all_drugs.smi
Deferasirox	O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1	HIPS/molecule-autoencoder all_drugs.smi
Deferiprone	Cc1c(O)c(=O)ccn1C	HIPS/molecule-autoencoder all_drugs.smi
Delavirdine	CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	HIPS/molecule-autoencoder all_drugs.smi
Delorazepam	O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1	HIPS/molecule-autoencoder all_drugs.smi
Desflurane	FC(F)OC(F)C(F)(F)F	HIPS/molecule-autoencoder all_drugs.smi
Desipramine	CNCCCN1c2ccccc2CCc2ccccc21	HIPS/molecule-autoencoder all_drugs.smi
Desloratadine	Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1	HIPS/molecule-autoencoder all_drugs.smi
Desogestrel	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC	HIPS/molecule-autoencoder all_drugs.smi
Desvenlafaxine	CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1	HIPS/molecule-autoencoder all_drugs.smi
Dexbrompheniramine	CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1	HIPS/molecule-autoencoder all_drugs.smi
Dexfenfluramine	CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1	HIPS/molecule-autoencoder all_drugs.smi
Dexmedetomidine	Cc1cccc([C@H](C)c2c[nH]cn2)c1C	HIPS/molecule-autoencoder all_drugs.smi
Dexmethylphenidate	COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1	HIPS/molecule-autoencoder all_drugs.smi
Dexrazoxane	C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1	HIPS/molecule-autoencoder all_drugs.smi
Dextroamphetamine	C[C@H](N)Cc1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Dextromethorphan	COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(C)CC3	HIPS/molecule-autoencoder all_drugs.smi
Dezocine	C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N	HIPS/molecule-autoencoder all_drugs.smi
Diazepam	CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21	HIPS/molecule-autoencoder all_drugs.smi
Diazoxide	CC1=NS(=O)(=O)c2cc(Cl)ccc2N1	HIPS/molecule-autoencoder all_drugs.smi
Dibucaine	CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1	HIPS/molecule-autoencoder all_drugs.smi
Dichlorphenamide	NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1	HIPS/molecule-autoencoder all_drugs.smi
Diclofenac	O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl	HIPS/molecule-autoencoder all_drugs.smi
Dicumarol	O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O	HIPS/molecule-autoencoder all_drugs.smi
Dicyclomine	CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1	HIPS/molecule-autoencoder all_drugs.smi
Didanosine	O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1	HIPS/molecule-autoencoder all_drugs.smi
Dienestrol	CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1	HIPS/molecule-autoencoder all_drugs.smi
Diethylcarbamazine	CCN(CC)C(=O)N1CCN(C)CC1	HIPS/molecule-autoencoder all_drugs.smi
Diethylpropion	CCN(CC)C(C)C(=O)c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Diethylstilbestrol	CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1	HIPS/molecule-autoencoder all_drugs.smi
Difenoxin	N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Diflunisal	O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O	HIPS/molecule-autoencoder all_drugs.smi
Dihydrocodeine	COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341	HIPS/molecule-autoencoder all_drugs.smi
Diloxanide	CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Diltiazem	COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1	HIPS/molecule-autoencoder all_drugs.smi
Dimethindene	CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1	HIPS/molecule-autoencoder all_drugs.smi
Dinoprost	CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O	HIPS/molecule-autoencoder all_drugs.smi
Dinoprostone	CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Diphenhydramine	CN(C)CCOC(c1ccccc1)c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Diphenidol	OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Diphenoxylate	CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1	HIPS/molecule-autoencoder all_drugs.smi
Diphenylpyraline	CN1CCC(OC(c2ccccc2)c2ccccc2)CC1	HIPS/molecule-autoencoder all_drugs.smi
Dipivefrin	CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1	HIPS/molecule-autoencoder all_drugs.smi
Dipyridamole	OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1	HIPS/molecule-autoencoder all_drugs.smi
Disopyramide	CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C	HIPS/molecule-autoencoder all_drugs.smi
Disulfiram	CCN(CC)C(=S)SSC(=S)N(CC)CC	HIPS/molecule-autoencoder all_drugs.smi
Dobutamine	CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1	HIPS/molecule-autoencoder all_drugs.smi
Docosanol	CCCCCCCCCCCCCCCCCCCCCCO	HIPS/molecule-autoencoder all_drugs.smi
Dofetilide	CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1	HIPS/molecule-autoencoder all_drugs.smi
Dolasetron	O=C(OC1CC2CC3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12	HIPS/molecule-autoencoder all_drugs.smi
Domperidone	O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1	HIPS/molecule-autoencoder all_drugs.smi
Donepezil	COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2	HIPS/molecule-autoencoder all_drugs.smi
Dopamine	NCCc1ccc(O)c(O)c1	HIPS/molecule-autoencoder all_drugs.smi
Dorzolamide	CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21	HIPS/molecule-autoencoder all_drugs.smi
Doxapram	CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O	HIPS/molecule-autoencoder all_drugs.smi
Doxazosin	COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC	HIPS/molecule-autoencoder all_drugs.smi
Doxepin	CN(C)CCC=C1c2ccccc2COc2ccccc21	HIPS/molecule-autoencoder all_drugs.smi
Doxylamine	CN(C)CCOC(C)(c1ccccc1)c1ccccn1	HIPS/molecule-autoencoder all_drugs.smi
Dronabinol	CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21	HIPS/molecule-autoencoder all_drugs.smi
Droperidol	O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1	HIPS/molecule-autoencoder all_drugs.smi
Drotaverine	CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC	HIPS/molecule-autoencoder all_drugs.smi
Droxidopa	N[C@@H](C(=O)O)[C@@H](O)c1ccc(O)c(O)c1	HIPS/molecule-autoencoder all_drugs.smi
Duloxetine	CNCC[C@H](Oc1cccc2ccccc12)c1cccs1	HIPS/molecule-autoencoder all_drugs.smi
Dyclonine	CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Dydrogesterone	CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C	HIPS/molecule-autoencoder all_drugs.smi
Dyphylline	Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O	HIPS/molecule-autoencoder all_drugs.smi
Ecabet	CC(C)c1cc2c(cc1S(=O)(=O)O)[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2	HIPS/molecule-autoencoder all_drugs.smi
Econazole	Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1	HIPS/molecule-autoencoder all_drugs.smi
Edetic	O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Efavirenz	O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1	HIPS/molecule-autoencoder all_drugs.smi
Eletriptan	CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12	HIPS/molecule-autoencoder all_drugs.smi
Eltrombopag	CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O	HIPS/molecule-autoencoder all_drugs.smi
Emedastine	CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21	HIPS/molecule-autoencoder all_drugs.smi
Emtricitabine	Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F	HIPS/molecule-autoencoder all_drugs.smi
Enalapril	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Encainide	COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1	HIPS/molecule-autoencoder all_drugs.smi
Enflurane	FC(F)OC(F)(F)C(F)Cl	HIPS/molecule-autoencoder all_drugs.smi
Enoxacin	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21	HIPS/molecule-autoencoder all_drugs.smi
Enoximone	CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1	HIPS/molecule-autoencoder all_drugs.smi
Enprofylline	CCCn1c(=O)[nH]c(=O)c2[nH]cnc21	HIPS/molecule-autoencoder all_drugs.smi
Entacapone	CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1	HIPS/molecule-autoencoder all_drugs.smi
Entecavir	C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)nc(N)[nH]c21	HIPS/molecule-autoencoder all_drugs.smi
Enzalutamide	CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F	HIPS/molecule-autoencoder all_drugs.smi
Ephedrine	CN[C@@H](C)[C@H](O)c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Epinastine	NC1=NCC2c3ccccc3Cc3ccccc3N12	HIPS/molecule-autoencoder all_drugs.smi
Epinephrine	CNC[C@H](O)c1ccc(O)c(O)c1	HIPS/molecule-autoencoder all_drugs.smi
Epoprostenol	CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2CC(=CCCCC(=O)O)O[C@H]2C[C@H]1O	HIPS/molecule-autoencoder all_drugs.smi
Eprosartan	CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1	HIPS/molecule-autoencoder all_drugs.smi
Ergonovine	C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1	HIPS/molecule-autoencoder all_drugs.smi
Erlotinib	C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1	HIPS/molecule-autoencoder all_drugs.smi
Erythrityl	O=[N+]([O-])OC[C@H](O[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-]	HIPS/molecule-autoencoder all_drugs.smi
Escitalopram	CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21	HIPS/molecule-autoencoder all_drugs.smi
Esmolol	COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1	HIPS/molecule-autoencoder all_drugs.smi
Esomeprazole	COc1ccc2[nH]c([S@](=O)Cc3ncc(C)c(OC)c3C)nc2c1	HIPS/molecule-autoencoder all_drugs.smi
Estazolam	Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2	HIPS/molecule-autoencoder all_drugs.smi
Estradiol	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	HIPS/molecule-autoencoder all_drugs.smi
Estradiol	CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C	HIPS/molecule-autoencoder all_drugs.smi
Estramustine	C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	HIPS/molecule-autoencoder all_drugs.smi
Estriol	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O	HIPS/molecule-autoencoder all_drugs.smi
Estrone	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O	HIPS/molecule-autoencoder all_drugs.smi
Estropipate	C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O	HIPS/molecule-autoencoder all_drugs.smi
Eszopiclone	CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1	HIPS/molecule-autoencoder all_drugs.smi
Ethacrynic	C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl	HIPS/molecule-autoencoder all_drugs.smi
Ethambutol	CC[C@@H](CO)NCCN[C@@H](CC)CO	HIPS/molecule-autoencoder all_drugs.smi
Ethanolamine	CCCCCCCC/C=C\CCCCCCCC(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Ethchlorvynol	C#CC(O)(C=CCl)CC	HIPS/molecule-autoencoder all_drugs.smi
Ethinamate	C#CC1(OC(N)=O)CCCCC1	HIPS/molecule-autoencoder all_drugs.smi
Ethinyl	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C	HIPS/molecule-autoencoder all_drugs.smi
Ethionamide	CCc1cc(C(N)=S)ccn1	HIPS/molecule-autoencoder all_drugs.smi
Ethopropazine	CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21	HIPS/molecule-autoencoder all_drugs.smi
