name	smiles	source
Ethosuximide	CCC1(C)CC(=O)NC1=O	HIPS/molecule-autoencoder all_drugs.smi
Ethotoin	CCN1C(=O)NC(c2ccccc2)C1=O	HIPS/molecule-autoencoder all_drugs.smi
Ethoxzolamide	CCOc1ccc2nc(S(N)(=O)=O)sc2c1	HIPS/molecule-autoencoder all_drugs.smi
Ethylmorphine	CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341	HIPS/molecule-autoencoder all_drugs.smi
Etidronic	CC(O)(P(=O)(O)O)P(=O)(O)O	HIPS/molecule-autoencoder all_drugs.smi
Etodolac	CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3	HIPS/molecule-autoencoder all_drugs.smi
Etomidate	CCOC(=O)c1cncn1[C@H](C)c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Etonogestrel	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC	HIPS/molecule-autoencoder all_drugs.smi
Etoricoxib	Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1	HIPS/molecule-autoencoder all_drugs.smi
Exemestane	C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12	HIPS/molecule-autoencoder all_drugs.smi
Ezetimibe	O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1	HIPS/molecule-autoencoder all_drugs.smi
Ezogabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	HIPS/molecule-autoencoder all_drugs.smi
Famciclovir	CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O	HIPS/molecule-autoencoder all_drugs.smi
Famotidine	NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1	HIPS/molecule-autoencoder all_drugs.smi
Felbamate	NC(=O)OCC(COC(N)=O)c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Felodipine	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl	HIPS/molecule-autoencoder all_drugs.smi
Fencamfamine	CCNC1C2CCC(C2)C1c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Fenofibrate	CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Fenoldopam	Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1	HIPS/molecule-autoencoder all_drugs.smi
Fenoprofen	CC(C(=O)O)c1cccc(Oc2ccccc2)c1	HIPS/molecule-autoencoder all_drugs.smi
Fenoterol	CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1	HIPS/molecule-autoencoder all_drugs.smi
Fentanyl	CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1	HIPS/molecule-autoencoder all_drugs.smi
Fesoterodine	CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Fingolimod	CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1	HIPS/molecule-autoencoder all_drugs.smi
Flavoxate	Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O	HIPS/molecule-autoencoder all_drugs.smi
Flecainide	O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F	HIPS/molecule-autoencoder all_drugs.smi
Floxuridine	O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F	HIPS/molecule-autoencoder all_drugs.smi
Flucloxacillin	Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Fluconazole	OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F	HIPS/molecule-autoencoder all_drugs.smi
Flucytosine	Nc1[nH]c(=O)ncc1F	HIPS/molecule-autoencoder all_drugs.smi
Fludarabine	Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O	HIPS/molecule-autoencoder all_drugs.smi
Fludiazepam	CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21	HIPS/molecule-autoencoder all_drugs.smi
Flumazenil	CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2	HIPS/molecule-autoencoder all_drugs.smi
Flunarizine	Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Flunitrazepam	CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21	HIPS/molecule-autoencoder all_drugs.smi
Fluorescein	O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21	HIPS/molecule-autoencoder all_drugs.smi
Fluorouracil	O=c1[nH]cc(F)c(=O)[nH]1	HIPS/molecule-autoencoder all_drugs.smi
Fluoxetine	CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Fluoxymesterone	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C	HIPS/molecule-autoencoder all_drugs.smi
Flupenthixol	OCCN1CCN(CCC=C2c3ccccc3SC3C=CC(C(F)(F)F)=CC23)CC1	HIPS/molecule-autoencoder all_drugs.smi
Fluphenazine	OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	HIPS/molecule-autoencoder all_drugs.smi
Flurazepam	CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21	HIPS/molecule-autoencoder all_drugs.smi
Flurbiprofen	CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1	HIPS/molecule-autoencoder all_drugs.smi
Fluspirilene	O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2	HIPS/molecule-autoencoder all_drugs.smi
Flutamide	CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	HIPS/molecule-autoencoder all_drugs.smi
Fluvastatin	CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21	HIPS/molecule-autoencoder all_drugs.smi
Fluvoxamine	COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1	HIPS/molecule-autoencoder all_drugs.smi
Folic	Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1	HIPS/molecule-autoencoder all_drugs.smi
Forasartan	CCCCc1nc(CCCC)n(Cc2ccc(-c3ccccc3-c3nn[nH]n3)nc2)n1	HIPS/molecule-autoencoder all_drugs.smi
Formestane	C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12	HIPS/molecule-autoencoder all_drugs.smi
Formoterol	COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Fosfomycin	C[C@@H]1O[C@@H]1P(=O)(O)O	HIPS/molecule-autoencoder all_drugs.smi
Fosphenytoin	O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O	HIPS/molecule-autoencoder all_drugs.smi
Fospropofol	CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O	HIPS/molecule-autoencoder all_drugs.smi
Frovatriptan	CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1	HIPS/molecule-autoencoder all_drugs.smi
Furazolidone	O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1	HIPS/molecule-autoencoder all_drugs.smi
Furosemide	NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl	HIPS/molecule-autoencoder all_drugs.smi
Gabapentin	NCC1(CC(=O)O)CCCCC1	HIPS/molecule-autoencoder all_drugs.smi
Galantamine	COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2	HIPS/molecule-autoencoder all_drugs.smi
gamma-Homolinolenic	CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Ganciclovir	Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1	HIPS/molecule-autoencoder all_drugs.smi
Gatifloxacin	COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12	HIPS/molecule-autoencoder all_drugs.smi
Gefitinib	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	HIPS/molecule-autoencoder all_drugs.smi
Gemcitabine	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1	HIPS/molecule-autoencoder all_drugs.smi
Gemfibrozil	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	HIPS/molecule-autoencoder all_drugs.smi
Gemifloxacin	CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN	HIPS/molecule-autoencoder all_drugs.smi
Gentamicin	CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1	HIPS/molecule-autoencoder all_drugs.smi
Gestodene	C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC	HIPS/molecule-autoencoder all_drugs.smi
Gliclazide	Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Glimepiride	CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O	HIPS/molecule-autoencoder all_drugs.smi
Glipizide	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1	HIPS/molecule-autoencoder all_drugs.smi
Glisoxepide	Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1	HIPS/molecule-autoencoder all_drugs.smi
Glucosamine	N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O	HIPS/molecule-autoencoder all_drugs.smi
Glutathione	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Glutethimide	CCC1(c2ccccc2)CCC(=O)NC1=O	HIPS/molecule-autoencoder all_drugs.smi
Glyburide	COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Glycodiazine	COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1	HIPS/molecule-autoencoder all_drugs.smi
Granisetron	CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2	HIPS/molecule-autoencoder all_drugs.smi
Grepafloxacin	Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1	HIPS/molecule-autoencoder all_drugs.smi
Griseofulvin	COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O	HIPS/molecule-autoencoder all_drugs.smi
Guaifenesin	COc1ccccc1OCC(O)CO	HIPS/molecule-autoencoder all_drugs.smi
Guanabenz	NC(N)=NN=Cc1c(Cl)cccc1Cl	HIPS/molecule-autoencoder all_drugs.smi
Guanadrel	NC(N)=NCC1COC2(CCCCC2)O1	HIPS/molecule-autoencoder all_drugs.smi
Guanethidine	NC(N)=NCCN1CCCCCCC1	HIPS/molecule-autoencoder all_drugs.smi
Guanfacine	N=C(N)NC(=O)Cc1c(Cl)cccc1Cl	HIPS/molecule-autoencoder all_drugs.smi
Halazepam	O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F	HIPS/molecule-autoencoder all_drugs.smi
Halofantrine	CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12	HIPS/molecule-autoencoder all_drugs.smi
Haloperidol	O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	HIPS/molecule-autoencoder all_drugs.smi
Haloprogin	Clc1cc(Cl)c(OCC#CI)cc1Cl	HIPS/molecule-autoencoder all_drugs.smi
Heptabarbital	CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O	HIPS/molecule-autoencoder all_drugs.smi
Heroin	CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341	HIPS/molecule-autoencoder all_drugs.smi
Hesperetin	COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O	HIPS/molecule-autoencoder all_drugs.smi
Hetacillin	CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Hexachlorophene	Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl	HIPS/molecule-autoencoder all_drugs.smi
Hexobarbital	CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O	HIPS/molecule-autoencoder all_drugs.smi
Hexylcaine	CC(CNC1CCCCC1)OC(=O)c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Hydralazine	NNc1nncc2ccccc12	HIPS/molecule-autoencoder all_drugs.smi
Hydrochlorothiazide	NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O	HIPS/molecule-autoencoder all_drugs.smi
Hydrocodone	COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314	HIPS/molecule-autoencoder all_drugs.smi
Hydroflumethiazide	NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O	HIPS/molecule-autoencoder all_drugs.smi
Hydromorphone	CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5	HIPS/molecule-autoencoder all_drugs.smi
Hydroxychloroquine	CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12	HIPS/molecule-autoencoder all_drugs.smi
Hydroxyproline	O=C(O)C1C[C@H](O)CN1	HIPS/molecule-autoencoder all_drugs.smi
Hydroxystilbamidine	N=C(N)C1=CC(=O)/C(=C\C=c2ccc(=C(N)N)cc2)C=C1	HIPS/molecule-autoencoder all_drugs.smi
Hydroxyzine	OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1	HIPS/molecule-autoencoder all_drugs.smi
Hyoscyamine	CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2	HIPS/molecule-autoencoder all_drugs.smi
Ibandronate	CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O	HIPS/molecule-autoencoder all_drugs.smi
Ibudilast	CC(C)C(=O)c1c(C(C)C)nn2ccccc12	HIPS/molecule-autoencoder all_drugs.smi
Ibuprofen	CC(C)Cc1ccc(C(C)C(=O)O)cc1	HIPS/molecule-autoencoder all_drugs.smi
Ibutilide	CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1	HIPS/molecule-autoencoder all_drugs.smi
Icosapent	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Icosapent	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC	HIPS/molecule-autoencoder all_drugs.smi
Idoxuridine	O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I	HIPS/molecule-autoencoder all_drugs.smi
Ifosfamide	O=P1(NCCCl)OCCCN1CCCl	HIPS/molecule-autoencoder all_drugs.smi
Iloperidone	COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1	HIPS/molecule-autoencoder all_drugs.smi
Iloprost	CC#CCC(C)C(O)/C=C/C1C(O)CC2C/C(=C/CCCC(=O)OCC(=O)c3ccccc3)CC21	HIPS/molecule-autoencoder all_drugs.smi
Imipenem	C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCC/N=C/N)C[C@H]12	HIPS/molecule-autoencoder all_drugs.smi
Imipramine	CN(C)CCCN1c2ccccc2CCc2ccccc21	HIPS/molecule-autoencoder all_drugs.smi
Imiquimod	CC(C)Cn1cnc2c(N)nc3ccccc3c21	HIPS/molecule-autoencoder all_drugs.smi
Indacaterol	CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2	HIPS/molecule-autoencoder all_drugs.smi
Indapamide	CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1	HIPS/molecule-autoencoder all_drugs.smi
Indecainide	CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21	HIPS/molecule-autoencoder all_drugs.smi
Indomethacin	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1	HIPS/molecule-autoencoder all_drugs.smi
Iobenguane	NC(N)=NCc1cccc(I)c1	HIPS/molecule-autoencoder all_drugs.smi
Ioflupane	COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2CCCF	HIPS/molecule-autoencoder all_drugs.smi
Iophendylate	CCOC(=O)CCCCCCCCC(C)c1ccccc1I	HIPS/molecule-autoencoder all_drugs.smi
Irbesartan	CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Isocarboxazid	Cc1cc(C(=O)NNCc2ccccc2)no1	HIPS/molecule-autoencoder all_drugs.smi
Isoetharine	CCC(NC(C)C)C(O)c1ccc(O)c(O)c1	HIPS/molecule-autoencoder all_drugs.smi
Isoflurane	FC(F)OC(Cl)C(F)(F)F	HIPS/molecule-autoencoder all_drugs.smi
Isoflurophate	CC(C)OP(=O)(F)OC(C)C	HIPS/molecule-autoencoder all_drugs.smi
Isometheptene	CNC(C)CCC=C(C)C	HIPS/molecule-autoencoder all_drugs.smi
Isoniazid	NNC(=O)c1ccncc1	HIPS/molecule-autoencoder all_drugs.smi
Isoproterenol	CC(C)NCC(O)c1ccc(O)c(O)c1	HIPS/molecule-autoencoder all_drugs.smi
Isosorbide	O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-]	HIPS/molecule-autoencoder all_drugs.smi
Isosorbide	O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O	HIPS/molecule-autoencoder all_drugs.smi
Isothipendyl	CC(CN1c2ccccc2Sc2cccnc21)N(C)C	HIPS/molecule-autoencoder all_drugs.smi
Isotretinoin	CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1	HIPS/molecule-autoencoder all_drugs.smi
Isradipine	COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12	HIPS/molecule-autoencoder all_drugs.smi
Ivacaftor	CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O	HIPS/molecule-autoencoder all_drugs.smi
Ketamine	CNC1(c2ccccc2Cl)CCCCC1=O	HIPS/molecule-autoencoder all_drugs.smi
Ketazolam	CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1	HIPS/molecule-autoencoder all_drugs.smi
Ketoconazole	CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1	HIPS/molecule-autoencoder all_drugs.smi
Ketoprofen	CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1	HIPS/molecule-autoencoder all_drugs.smi
Ketorolac	O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Ketotifen	CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1	HIPS/molecule-autoencoder all_drugs.smi
L-Arginine	N=C(N)NCCC[C@H](N)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
L-Asparagine	NC(=O)C[C@H](N)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
L-Aspartic	N[C@@H](CC(=O)O)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
L-Carnitine	C[N+](C)(C)C[C@H](O)CC(=O)[O-]	HIPS/molecule-autoencoder all_drugs.smi
L-Citrulline	NC(=O)NCCC[C@H](N)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
L-Cystine	N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
L-Glutamic	N[C@@H](CCC(=O)O)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
L-Glutamine	NC(=O)CC[C@H](N)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
L-Histidine	N[C@@H](Cc1cnc[nH]1)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
L-Isoleucine	CC[C@H](C)[C@H](N)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
L-Leucine	CC(C)C[C@H](N)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
L-Lysine	NCCCC[C@H](N)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
L-Methionine	CSCC[C@H](N)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
L-Ornithine	NCCC[C@H](N)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
L-Phenylalanine	N[C@@H](Cc1ccccc1)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
L-Tryptophan	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
L-Tyrosine	N[C@@H](Cc1ccc(O)cc1)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Labetalol	CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1	HIPS/molecule-autoencoder all_drugs.smi
Lacosamide	COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Lamivudine	Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1	HIPS/molecule-autoencoder all_drugs.smi
Lamotrigine	Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1	HIPS/molecule-autoencoder all_drugs.smi
Lansoprazole	Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1	HIPS/molecule-autoencoder all_drugs.smi
Leflunomide	Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1	HIPS/molecule-autoencoder all_drugs.smi
Lenalidomide	Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O	HIPS/molecule-autoencoder all_drugs.smi
Letrozole	N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Leucovorin	Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)N2C=O	HIPS/molecule-autoencoder all_drugs.smi
Levallorphan	C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13	HIPS/molecule-autoencoder all_drugs.smi
Levamisole	c1ccc([C@H]2CN3CCSC3=N2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Levetiracetam	CC[C@H](C(N)=O)N1CCCC1=O	HIPS/molecule-autoencoder all_drugs.smi
Levobunolol	CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O	HIPS/molecule-autoencoder all_drugs.smi
Levobupivacaine	CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C	HIPS/molecule-autoencoder all_drugs.smi
Levocabastine	C[C@@H]1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Levodopa	N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Levofloxacin	C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	HIPS/molecule-autoencoder all_drugs.smi
Levomethadyl	CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Levomilnacipran	CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN	HIPS/molecule-autoencoder all_drugs.smi
Levonordefrin	C[C@H](N)[C@H](O)c1ccc(O)c(O)c1	HIPS/molecule-autoencoder all_drugs.smi
Levonorgestrel	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC	HIPS/molecule-autoencoder all_drugs.smi
Levorphanol	CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13	HIPS/molecule-autoencoder all_drugs.smi
Levosimendan	C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1	HIPS/molecule-autoencoder all_drugs.smi
Lidocaine	CCN(CC)CC(=O)Nc1c(C)cccc1C	HIPS/molecule-autoencoder all_drugs.smi
Linagliptin	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	HIPS/molecule-autoencoder all_drugs.smi
Lindane	Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl	HIPS/molecule-autoencoder all_drugs.smi
Linezolid	CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1	HIPS/molecule-autoencoder all_drugs.smi
Lipoic	O=C(O)CCCCC1CCSS1	HIPS/molecule-autoencoder all_drugs.smi
Lisdexamfetamine	C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN	HIPS/molecule-autoencoder all_drugs.smi
Lisinopril	NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Lisuride	CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1	HIPS/molecule-autoencoder all_drugs.smi
Lofexidine	CC(Oc1c(Cl)cccc1Cl)C1=NCCN1	HIPS/molecule-autoencoder all_drugs.smi
Lomefloxacin	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21	HIPS/molecule-autoencoder all_drugs.smi
Lomustine	O=NN(CCCl)C(=O)NC1CCCCC1	HIPS/molecule-autoencoder all_drugs.smi
Loperamide	CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Loracarbef	N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Loratadine	CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1	HIPS/molecule-autoencoder all_drugs.smi
