method,validity,uniqueness,novelty,n_kept,mean_tanimoto_kept,mean_delta_qed,max_delta_qed,frac_improved,mean_sa_kept
classical_gru,1.0,0.6166666666666667,0.6104166666666667,22.166666666666668,0.5178161021203078,0.008740440860797232,0.1560404771018637,0.5877793774852599,2.132713153277877
hybrid_qcbm,1.0,0.35625,0.3520833333333333,11.333333333333334,0.5453696347163696,0.01567455599992654,0.1305840643455722,0.6264309764309764,2.1827238448966546
